Month,BL,Lab Location,Customer Name,Score,Reason
May-17,SL,Tirupur,Siddhara Exports,10,Good service & Tat
May-17,SL,Tirupur,Seagull Innovation,10,Some times sample acknowledgements delay / Requesting credit facility as requested earlier
May-17,SL,Tirupur,Manju Exports,10,Perfect on timing & results
May-17,SL,Tirupur,Aarthi A1 Traders,10,Good Co-Operation
May-17,SL,Tirupur,Anugragha Fashion,10,Perfect / Super timing / Clear test reports
May-17,SL,Tirupur,Aathava Garments,10,Good customer care
May-17,SL,Tirupur,Asia Cotton,10,Prompt reply & Timing
May-17,SL,Mumbai,ARDY 2 M DESIGNER STUDIO PVT LTD.,10,Services are good- timely and prompt service.Based on buyer's requirement they prefer Intertek.
May-17,SL,Mumbai,Artindia Textiles,10,Services are quick and in certain urgent request are taken on priority basis .Team is supportive and helpful.
May-17,SL,Mumbai,VALSON POLYESTER LTD.,10,"Authentic results,reports are accepted by major overseas buyers .Team is cooperative."
May-17,SL,Mumbai,"TEXTRADE INTERNATIONAL LTD.,/SURAT",10,"Satisfactory with the services ,receives timely reports.When probed for additional business,she was not aware about our nomination,however assured to begin testing for Kohls for next season."
May-17,SL,Mumbai,MODE DE VIE,10,"Fully satisfied with the services ,no issue.Have long term business relationship with Intertek ."
May-17,SL,Mumbai,Andaz Textiles Pvt. Ltd.,10,"Happy with the services-appreciates auto emailing system,timely report.Generally works with domestic market wherein testing is not required.Currently exports orders are slow but assured to be with Intertek."
May-17,SL,Mumbai,Marcopolo Sourcing,10,"Very practical, interactive and understands our exact need."
May-17,SL,Mumbai,S Dhawan & Sons,10,"Happy with the services,people found to be cooperative and knowledgble. Interested and asked to share our Footwear test protocol for their footwear products -made up of general leather- Casual shoes,sandal etc."
May-17,SL,Mumbai,N9 WORLD TECHNOLOGIES PVT LTD,10,Receives good technical support and for any query always received prompt response.
May-17,SL,Mumbai,BALGOPAL TEXTILES LTD / BBY,10,"Excellent customer support,helpful and spontaneous response."
May-17,C&P,Mumbai,DEEPAK NITRITE LTD,10,Customer is satisfied with the results and TAT
May-17,C&P,Mumbai,Alkem,10,Service is prompt and happy with TAT
May-17,C&P,Mumbai,Fresiness Kabi,10,Customer is satisfied with service and prompt support
May-17,C&P,Mumbai,dipak nitrite limited Vadodara,10,Customer is satisfies with the support getting from technical team. Further customer given feed back that all doubts and problems related to AZO-OT By NOX route reaction are clarified by technical tean and they are very happy.
May-17,BA,Bangalore,Quantum Leap Learning Solutions Pvt Ltd,10,"For my size of company, the audit template & the requirements was heavy. But for any other manufacturing company, who has large no. of workers, then its perfectly fine. In terms of recommendation, I would definitely recommend."
May-17,BA,Bangalore,Clariant India Limited,10,Would recommend. Happy with the services. No feedback.
May-17,BA,Mumbai Central,MODI SORTEX PVT LTD,10,It was good. Completely happy with the auditor and the way the audit went. The only improvement could be done in communication part like report uploading and other things. If these should be clarified at early stage then it would be great.
May-17,BA,Mumbai Central, P G India Logistics Pvt Ltd,10,No Feedback.
May-17,BA,Delhi,SANS FRONTIERS,10,Yes would recommend. No feedback as such.
May-17,BA,Delhi,Jaydee Leather,10,Would definitely suggest of gets a chance. Very much happy with Intertek.
May-17,BA,Delhi,CONTINENTAL HOME FURNISHINGS,10,"Auditors share the audit questionnaire well in advance, so the facility could prepare accordingly."
May-17,BA,Kolkata,Star Security & Detective Agency,10,Audit is very properly. All process he done properly. His behavior also very good. This is our 1st audit getting done through ITS. Experience also good. We received our certificate also. No issue.
May-17,BA,Mumbai Kanjurmarg,Satguru Agro Industries,10,Really the audit is very excellent. From 2009 we are doing audit through BV. But ITS auditors I found best because they gave many information which we have not updated before. Really I find this audit very knowledgeable. This is our 1st audit done through ITS. Very excellent.
May-17,BA,Mumbai Kanjurmarg,Diamalt Colloids Pvt. Ltd,10,Really the audit is very excellent. From 2009 we are doing audit through BV. But ITS auditors I found best because they gave many information which we have not updated before. Really I find this audit very knowledgeable. This is our 1st audit done through ITS. Very excellent.
May-17,BA,Mumbai Kanjurmarg, Infinx Services Pvt. Ltd.,10,Auditor is well trend. He gave many knowledge for improvement. We had very interactive session with him. No issues. Yesterday I received draft report from auditor. If any double I will get clarified by him.
May-17,BA,Panchkula,VARDHMAN NISSHINBO GARMENT COMPANY LIMITED,10,"Audit is very excellent. ITS auditors are very knowledgeable & prompt. Each & every process is very clear. We have 22units, for all units we have done certification through ITS only. He checked all required documents and gave new recommendation to improve. No issues."
May-17,BA,Panchkula,Glassco Laboratory Equipments Pvt. Ltd.,10,Audit is good. I think 2-3 auditors came. And one of auditor came for witness audit. All process they done very proper. He asked required documents & we have present the same to him. Also he verified our site. No issues.
May-17,Food,Delhi,Geo Aquatics Products Pvt. Ltd,10,services are good
May-17,Food,Delhi,Cosmo Films Limited,10,"wide range of product testing, Auditors are highly skilled and well qualified"
May-17,Food,Delhi,Cherukattu Industries Marine Division,10,associated with Intertek for quite a long time and no issues have been faced till date
May-17,Food,Delhi,Ambrosia Natural Products India Pvt Ltd,10,Services are great and audits are well managed
May-17,Food,Delhi,Nobel Printing Press,10,"immediate responses, auditing is excellent"
May-17,Food,Delhi,Coral Exports,10,comfortable with overall services of Intertek
May-17,Food,Delhi,Parayil Exports,10,services are better as compared to other certification bodies
May-17,Food,Gurgaon,"""IndoCan Honey Pvt. """,10,Turnaround time and respond time is fast
May-17,Food,Gurgaon,"""Beez International """,10,Timing commitment and result is also accurate
May-17,Food,Gurgaon,Accelerated Freeze Drying Company Ltd,10,"Getting report on time, result is accurate and communication is also good."
May-17,Food,Gurgaon,Rajas Natural Honey,10,"No issue, everything is on time."
May-17,Food,Gurgaon,D.K.G Sales Pvt Ltd,10,Good services with the commitment time
May-17,Food,Gurgaon,Golcha Associated Soaptone Distributing Co. Pvt Ltd,10,Quick response and report on time
May-17,Food,Gurgaon,Vijayshree foods Products Pvt Ltd,10,"valid testing and accepting by other if, testing is done from Intertek"
May-17,Food,Gurgaon,Accura group,10,Reporting on time
May-17,Food,Hyderabad,Symrises Pvt Ltd,10,Services are good.
May-17,Cargo/AA,Jamnagar,alfa industries,10,Satisfied with the services
May-17,Cargo/AA,Jamnagar,Cairn India Limited.,10,Highly satisfied with the services
May-17,Cargo/AA,Jamnagar,PETRO TEK RETAIL PETROLEUM,10,Good service with TAT
May-17,Cargo/AA,Kandla,LANXESS INDIA PVT LTD,10,happy with services. But no reply on the service contract sent.
May-17,Cargo/AA,Kolkata,Uma Export,10,Highly Satisfied
May-17,Cargo/AA,Kolkata,Nagreeka Export,10,Highly Satisfied
May-17,Cargo/AA,Kolkata,HS Global,10,Highly Satisfied
May-17,Cargo/AA,Mangalore, JM Baxi,10,Highly Satisfied
May-17,Cargo/AA,Mumbai,Indian Oil Corp. Ltd.,10,Highly satisfied with the services
May-17,Cargo/AA,Mumbai,Synnova Gears & Transmissions,10,highly satisfied
May-17,Cargo/AA,Mumbai,DEEPAK NITRITE LTD,10,Highly Content
May-17,Cargo/AA,Mumbai,INDIAN OIL CORPORATION LTD,10,Highly satisfied
May-17,Cargo/AA,Mumbai,TOTAL OIL INDIA LTD,10,Highly satisfied
May-17,Cargo/AA,Paradip,Interocean Shipping India Pvt Ltd.,10,Highly satisfied
May-17,Agri,Chennai,3F INDUSTRIES LTD,10,Content with the services
May-17,Agri,Indore,DEVESH AGRIEXIM PVT LTD,10,"Content with services, no problems at all"
May-17,Agri,Indore,AVI AGRI BUSINESS PVT LTD,10,Highly Satisfied
May-17,Agri,Indore,AVI AGRI BUSINESS PVT LTD,10,Very much content with the services provided
May-17,Agri,Kakinada,IND ANDHRA AGRO PRODUCTS,10,Content with the services. Spoke highly of Md. Khan
May-17,Agri,Kandla,UNIWORLD SUGARS PRIVATE LIMITED,10,Highly Satisfied
May-17,Agri,Kolkata,PRAKASH OVERSEAS LTD,10,Highly Satisfied. Spoke highly of Soumen
May-17,Agri,Kolkata,AMRITDHARA OVERSEAS PRIVATE LIMITED,10,Highly Satisfied
May-17,Agri,Mumbai,RITE FOOD PRODUCTS,10,highly satisfied
May-17,Agri,Mumbai,ELITE GREEN PVT LTD,10,regular good services
May-17,Agri,Mumbai,SONI SOYA PRODUCTS PRIVATE LIMITED,10,fully satisfied  
May-17,Agri,Mumbai,MAHARASHTRA SOLVENT EXTRACTION P LTD,10,Highly satisfied
May-17,Building & Construction,Mumbai,International Packaging Products private limited,10,Customer is satisfied with intertek service.
May-17,Electrical,Mumbai,Waree Energees,10,Service is good. Intertek team is very supportive
May-17,Electrical,Mumbai,COROB INDIA PVT LTD MUMBAI,10,Customer is happy with Intertek service
May-17,Electrical,Mumbai,Solex Energy Pvt Ltd,10,Service is good
May-17,Electrical,Mumbai,"""Hindustan Unilever Ltd Mumbai """,10,Extremely like intertek as a service
May-17,Electrical,Mumbai,Havells India Limited,10,Very good service and good co-ordination from Intertek team
May-17,Electrical,Bangalore,A. O. Smith India Water Products Private Limited,10,"Good communication, technically confidant & provdei quick and easy solution to problems."
May-17,Electrical,Bangalore,CROMPTON GREAVES LTD,10,Good quality services and technical review done is also good.
May-17,Electrical,Delhi,WIPRO ENTERPRISES PVT LTD,10,Customer is Overall Happy
May-17,Electrical,Delhi,Omsons India Handicrafts,10,Customer found services & pricing are good.
May-17,Electrical,Delhi,Shelka Marketing Services Pvt Ltd,10,Customer is happy with Intertek service
May-17,Electrical,Delhi,ORIENT ELECTRIC,10,Customer is satisfy and happy with Intertek services
May-17,Electrical,Delhi,INDIA INTERNATIONAL EXPORTER,10,Great experience with Intertek in aspect of testing
May-17,GTS,Mumbai,KING STAR AUTO FZE,10,"Your team is very cooperative, we give full marks for service."
May-17,GTS,Mumbai,NCRAZE CERAMIC LLP,10,We have no issues and services are good.
May-17,GTS,Mumbai,KALPATARU POWER TRANSMISSION LIMITED (Towers),10,Services have been consistently good. Improvement is noted since last call.
May-17,GTS,Mumbai,ANNEXY INTERNATIONAL,10,"Services are usually very good, however the last CoC was significantly delayed."
May-17,GTS,Mumbai,BOSS CERAMICS,10,Service is very good.
May-17,GTS,Mumbai,KSHAMA MARKETING,10,We had a few issues in the past that have been effectively resolved. We are getting very good service.
May-17,GTS,Mumbai,EMERSON CLIMATE TECHNOLOGIES (INDIA) PVT. LTD.,10,Intertek has an excellent service record.
May-17,GTS,Mumbai,APOLLO TYRES MIDDLE EAST FZE / CLS Logistics,10,Services are timely and we have no issues at all.
May-17,GTS,Mumbai,AGILE EXPORT,10,We have no issues regarding services. We would prefer to reveive an email survey.
May-17,GTS,Mumbai,ADVANCED TECHNOLOGIES,10,We are very old associates of Intertek and everything is progressing smoothly
May-17,GTS,Mumbai,"Sheargold Ltd, USA",10,We are receiving good and timely service.
May-17,GTS,Mumbai,Oriental Export Corporation,10,We have no issues with service.
May-17,GTS,Mumbai,Hindustan Unilever Ltd (Pure-it Water),10,We have expanded our team and services with Intertek in the past 2 years. We are happy with service received.
Jun-17,Cargo/AA,Chennai, ADANI GLOBAL,9,"Highly satisfied with the services, but still a 9 as there is always a scope for improvement"
Jun-17,Cargo/AA,Haldia,IOCL,9,Happy with the Services.
Jun-17,Cargo/AA,Haldia, SAMUDRA MARINE,9,Happy with the Services.
Jun-17,Cargo/AA,Jamnagar,GAYATRI METAL PRODUCTS,9,No issues. Satisfied
Jun-17,Cargo/AA,Jamnagar,B M AUTOLINK,9,Highly Satisfied with the services
Jun-17,Cargo/AA,Jamnagar,AQUATRONIX ENGINEERS,9,Highly satisfied with the services. 
Jun-17,Cargo/AA,Jamnagar, ESSAR OIL LTD.,9,"No issues, very cooperative"
Jun-17,Cargo/AA,Jamnagar,RELIANCE INDUSTRIES LTD.,9,Satisifed with the services
Jun-17,Cargo/AA,Jamnagar,RELIANCE INDUSTRIES LTD.,9,"Initially gave 8, upon further probe, had no issues at all & finally agreed for 9"
Jun-17,Cargo/AA,Jamnagar,RELIANCE INDUSTRIES LTD.,9,Satisfied with the services
Jun-17,Cargo/AA,Jamnagar,RELIANCE INDUSTRIES LTD.,9,"Very Cooperative, No gaps identified"
Jun-17,Cargo/AA,Kandla, AARTI INDUSTRIES,9,Very Happy with the services
Jun-17,Cargo/AA,Kandla,KUTCH CHEMICALS,9,Very Good Services. Good Support. On time Services
Jun-17,Cargo/AA,Kandla,G P GLOBAL,9,Happy with the Services.
Jun-17,Cargo/AA,Kandla,ADANI BUNKERING,9,Content with the services
Jun-17,Cargo/AA,Kolkata,BUNTY OVERSEAS,9,Satisfied with the Services
Jun-17,Cargo/AA,Kolkata,DEY INTERNATIONAL,9,Happy with the Services
Jun-17,Cargo/AA,Kolkata,DULICHAND TECHNO,9,Satisfied with the Services
Jun-17,Cargo/AA,Kolkata,SARAF TREXIM,9,Happy with the services
Jun-17,Cargo/AA,Mangalore,SAMUDRA MARINE,9,Happy with the Services.
Jun-17,Cargo/AA,Mumbai,SI GROUP INDIA LTD.,9,Content with the services
Jun-17,Cargo/AA,Mumbai,GAIL (INDIA) LTD.,9,Happy with the services
Jun-17,Cargo/AA,Mumbai,AMRITLAL CHEMAUX,9,Happy with the services
Jun-17,Cargo/AA,Mumbai,LYNX MARINE,9,Good Services
Jun-17,Cargo/AA,Mumbai, VE COMMERCIAL VEHICLES LTD.,9,Great Services
Jun-17,Cargo/AA,Mumbai,LEMON LUBRICANTS,9,Happy with the services
Jun-17,Cargo/AA,Mumbai,ELECTRO KLEEN SYSTEMS,9,Excellent Services
Jun-17,Cargo/AA,Mumbai,ESTER INDUSTRIES,9,Excellent Services
Jun-17,Cargo/AA,Mumbai,JESONS INDUSTRIES LTD.,9,Good Services
Jun-17,Cargo/AA,Paradip, MARUBENI CORP. TOKYO,9,Spoke Highly of Mr. Prakash Swain on the way he handed the entire Inspection & updating the customer about all activities.
Jun-17,Cargo/AA,Paradip,INDIAN OIL CORPORATION LTD,9,Satisfied with the services
Jun-17,Cargo/AA,Paradip,VITOL ASIA PTE LTD,9,Highly Satisfied with the services
Jun-17,Agri,Chennai,SEA PORT SERVICES PVT LTD CHENNAI,9,Content with the services
Jun-17,Agri,Chennai,MAG EXCEL,9,Very Content with the Services. Referred to Mr. Saravanan's initiative to re-start the business
Jun-17,Agri,Haldia,"ADANI WILMAR LTD., HALDIA",9,Satisfied with the Services
Jun-17,Agri,Indore,MAHESH EDIBLE AGRO OIL INDUSTRIES PVT LTD,9,Satisfied with the Services
Jun-17,Agri,Indore, TRANS EXIM COMMODITIES INDIA PVT LTD,9,No issues at all
Jun-17,Agri,Indore,MAHAKALI FOODS PVT LTD,9,Satisfied with the services
Jun-17,Agri,Indore, ITC LTD ABD,9,Happy with the services
Jun-17,Agri,Indore,SAMRUDDHI NUTRIENTS INDIA PVT LTD,9,Satisfied with the services
Jun-17,Agri,Indore,KRITI NUTRIENTS LTD.,9,Highly Satisfied
Jun-17,Agri,Kakinada,KOHINOOR FEEDS AND FATS LTD,9,Satisfied with the Services
Jun-17,Agri,Kandla,EMMSONS INTERNATIONAL LTD.,9,"Good Services. Initially gave 8, but on further query gave in 9"
Jun-17,Agri,Kandla,NAV BHARAT INTERNATIONAL LTD,9,Very much Happy with the services
Jun-17,Agri,Kandla,GIRNAR INDUSTRIES,9,Very much Happy with the services
